LUC emissions by region
scenario,region,LandLeaf,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Africa_Eastern,All LandLeaf,3.8019783257509667,6.03217348086122,7.884468152380437,48.51563992403401,45.42354343657477,45.42044313224851,19.5969932725899,103.4021075914684,33.46063174620624,49.3367787717912,52.263100259591965,72.81253054360397,36.89616721669442,24.754938638665777,6.173230300788754,-30.7408875034687,-21.669664544094182,-14.930515162308742,-10.177356462009023,-6.895814082347898,-4.657216565032706,-3.140683128519949,-2.117208636923688,-1.427721307071654,-0.96345753094713,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Africa_Northern,All LandLeaf,-9.253902708086297,-7.136528881301796,-6.630629234469943,0.09317136885625654,3.9911776144641076,4.760507815783126,3.6838058182218725,12.475398750292841,1.9140588645706917,1.6352880648845816,1.897359203817225,3.967259110963957,1.9973805759324086,1.128847367958776,0.023160244001387373,-0.9204539869756603,-0.6847098609852116,-0.5236779097651997,-0.39940701478397733,-0.30166899717399065,-0.22583291255664129,-0.1679436535256716,-0.1243164692405799,-0.09173517504752568,-0.0675547990590577,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Africa_Southern,All LandLeaf,2.2457005063064055,11.983005651012203,19.456763477313654,26.460759368270903,27.362172731814166,27.646763259693177,77.55236183585075,137.17503427386944,41.09590192689558,57.97015720371047,58.53028493845182,77.28156870998554,54.39096577162452,47.61876333742195,31.737166018114465,-16.974119520403743,-13.671858109914048,-9.855161727741676,-6.778112426938871,-4.555116560073404,-3.02364143700536,-1.993402704712073,-1.3092060301588302,-0.8580695724853536,-0.561803050063233,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Africa_Western,All LandLeaf,56.63476411912628,67.13364441397297,75.32346281153686,152.13983298987623,151.2612663225826,149.74277256972596,133.52903585676066,192.89154024656284,128.1965407180695,191.67005555405322,231.29505837168202,268.71751686925825,188.5441232014306,155.52501716237109,120.82643095293739,-32.25212347270461,-28.16456393005979,-21.455090826042113,-15.524557211358923,-10.966437419755257,-7.649974933079223,-5.299260891621347,-3.6560975554594837,-2.5165116189088157,-1.729786040318327,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Argentina,All LandLeaf,3.8163377408196935,-0.1131618629117946,-2.387570550386697,28.672664000128695,20.808420344459154,18.400876830110104,50.467613522582944,62.09851433960023,19.107816544285793,16.742751232923496,16.36352764794331,20.10504375228249,9.75096242792977,8.558487194708077,1.463794516220897,0.2559734555491065,0.07263406192782898,-0.008564970444354924,-0.038935286872973304,-0.044209582399039486,-0.03911611625663959,-0.03105545426547922,-0.023238407550165322,-0.016772720393093268,-0.011826162850334263,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Australia_NZ,All LandLeaf,1.9912443938842241,6.821597138288619,10.432036752582087,17.248681038987375,8.832927092564201,4.83095916566036,-8.495135056206173,20.74417017272708,-14.406150838414383,4.310221577231119,10.93897376881318,23.771237193845288,9.170242830457806,5.863423522502393,-2.9022722821627935,-8.126703120424501,-6.311352428206753,-4.764153310755929,-3.5649440173717695,-2.6581862387332715,-1.9779251198840766,-1.4693677299594743,-1.0900683433459704,-0.8077341981000625,-0.5979451344306068,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Brazil,All LandLeaf,205.5155564622347,207.62359812213617,211.29093266617946,143.97940750235313,157.47560855292554,166.48849957414637,179.9203984429204,274.93410519498303,70.45135463952347,110.7494240168131,132.29378383518528,183.4578764757965,88.7995664656496,65.2851485192709,-5.289389849692781,-13.05046159594859,-8.920901582810224,-5.5350300311468,-3.3489401951672337,-2.0261466683200093,-1.237955306310042,-0.7666173568860202,-0.48151144322303063,-0.3065476710373063,-0.1975539342339297,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Canada,All LandLeaf,73.33545412272062,70.23233574839664,68.36810191469174,41.08488630314163,35.346283511878184,31.533025713347406,-61.39303541356151,-10.457394855242063,-2.744636253412541,100.98700126630007,167.92738571727784,327.7260869691388,136.25472131363162,89.11440648829196,43.037839763315006,20.654931831419074,11.839595461566448,6.588985046586553,3.519540604369695,1.7601158617796477,0.7768677552412321,0.24731829807096525,-0.021389140091700416,-0.143553887171946,-0.1861443876812701,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Central America and Caribbean,All LandLeaf,28.14182447207181,27.840722200943414,27.984849627601424,17.854545023635417,17.845655861501776,17.948906981827093,8.417596600083472,4.11485118469662,5.687466347838227,10.634852341484493,11.85261089955009,20.052499407450597,11.287793166437384,7.805083543511773,3.240258604795265,-1.3914416810842092,-1.1261110082895471,-0.8331057802817429,-0.598363006763712,-0.4235166863021025,-0.29702524604122743,-0.2069925259116873,-0.14359512005846964,-0.09928935228091058,-0.0684932498863341,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Central Asia,All LandLeaf,31.98745079075473,22.94893916387614,14.853604747335476,9.022062942944897,-2.487610164416593,-8.842128256085799,89.93174766910735,-10.670924287095875,-30.313537914658507,-15.189194305020779,-8.73987027001879,-1.252420593056061,-2.663371530997942,-1.5749539159759391,-3.0950943102359516,-2.450705034482035,-1.7655141580839602,-1.3319798176748432,-1.0155120132255981,-0.7725831872192322,-0.5850443079490178,-0.44108678408267904,-0.3313577121737119,-0.24821953576719666,-0.18552967073285836,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Chile,All LandLeaf,2.5912416225975,2.6256009209041213,2.549502840009777,-3.065085517640285,-4.3802533312531295,-4.761510100647777,-7.285121326194105,-0.7560613066584456,8.830744218306242,8.704574678653133,5.35671991888828,7.112392666907102,10.433090422341166,8.270350358222826,5.465816587390238,-0.7850625094636184,-1.2478025419414767,-1.1075473751069036,-0.8698342313873804,-0.6542279709088393,-0.48263330698591084,-0.3524121851131149,-0.2557522851316987,-0.18487004619135036,-0.13327622451342772,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",China,All LandLeaf,161.78066645279765,159.80193272726754,161.53176349932136,53.04376641937924,43.12370876820241,31.514534777841323,-5.301736184310191,-11.25612843286107,65.94336438293273,65.48686217029339,59.0534138789899,69.33328336124019,5.122527193785544,-18.593785146138707,-31.74937944507843,-25.698007340908333,-13.650378099268345,-8.347423509783695,-5.585989027853794,-3.9056177466570587,-2.789544329741809,-2.014871217605459,-1.4647284471189774,-1.0690138485217384,-0.7822030691214634,MtC/yr,
"NZ_RE_0.1,date=2025-1-4T10:11:43-06:00",Colombia,All LandLeaf,-8.211312910981555,-0.5279579001605955,3.551810837674182,-2.7561409829560137,-6.880797635487009,-9.276385521705384,-7.657018005204995,0.4975675064269787,1.7143721443166295,9.346926017470638,11.309359505414598,21.10821058700295,13.18353209068926,9.84259484392263,3.231528047286226,-1.4876642028295644,-0.9270835798307685,-0.514430968418013,-0.2837034388402235,-0.16113911688726026,-0.09534763237643352,-0.058759181324874,-0.03748971200168574,-0.024572877455898562,-0.016426642366890547,MtC/yr,
