elec gen by gen tech and cooling tech
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,gas,elec_gas (CC),gas (CC) (recirculating),0.0,0.0,4.62904E-5,8.8532E-5,0.0010738511,0.0030440282,0.008075923399999999,0.0166320111,0.0327152431,0.0597078348,0.0990236923,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,gas,elec_gas (CC),gas (CC) (seawater),0.0,0.0,2.19954E-6,4.20152E-6,4.348567E-5,1.2211134E-4,3.2268482E-4,6.6298189E-4,0.0013026330900000002,0.00237652505,0.00394128504,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,gas,elec_gas (steam/CT),gas (steam/CT) (dry cooling),0.0,0.0,3.60058E-5,1.22785E-4,2.86611E-4,4.759609E-4,7.496191E-4,9.726709E-4,0.0012160952,0.0014620535,0.0016694383999999998,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,gas,elec_gas (steam/CT),gas (steam/CT) (once through),0.0,0.0,2.5204E-5,8.59597E-5,1.5361740000000002E-4,2.160469E-4,3.046701E-4,3.5591889999999997E-4,4.0488700000000004E-4,4.496609E-4,4.7118924E-4,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,gas,elec_gas (steam/CT),gas (steam/CT) (recirculating),0.0,0.0,2.27937E-4,7.7764E-4,0.0026166979999999998,0.004674348,0.0075984880000000005,0.01003722,0.012673749,0.015339195,0.017637172,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,gas,elec_gas (steam/CT),gas (steam/CT) (seawater),0.0,0.0,1.08017E-5,3.68256E-5,1.09534E-4,1.915947E-4,3.083319E-4,4.05585E-4,5.110923E-4,6.1810939E-4,7.1089762E-4,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,geothermal,elec_geothermal,geothermal (dry_hybrid),4.69417E-4,0.00144438,0.0021183,0.00645395,0.00983227,0.014941989999999999,0.0224583,0.021835229999999997,0.02158847,0.021391623999999998,0.02192106,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,geothermal,elec_geothermal,geothermal (recirculating),7.04225E-4,0.00216662,0.00317755,0.00968083,0.01930254,0.03214272,0.04985778,0.050903500000000004,0.051163270000000004,0.0513705,0.050813189999999994,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,hydro,electricity,hydro,0.0220885,0.0372506,0.0651303,0.0967141,0.124544,0.152375,0.180205,0.208035,0.235866,0.263696,0.291526,0.0,0.0,0.0,EJ,
"CalRef,date=2025-21-3T15:37:17-06:00",Africa_Eastern,electricity,nuclear,elec_Gen_III,Gen_III (once through),0.0,0.0,0.0,0.0,1.24181E-6,7.73873E-6,2.4611060000000003E-5,5.049755E-5,8.578524E-5,1.3504693000000002E-4,1.9697949999999997E-4,0.0,0.0,0.0,EJ,
